status_spse,sumber_dana,k_l_pd,jenis_tender,metode_pengadaan,metode_pemilihan,metode_evaluasi,tahun_anggaran,nilai_pagu,nilai_hps,cara_bayar,kualifikasi,jumlah_peserta
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pengadaan Barang,Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,2020,270000000.0,202500000.0,Harga Satuan,Kecil,9
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pengadaan Barang,Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,2020,290400000.0,279000000.0,Harga Satuan,Kecil,9
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pengadaan Barang,Pascakualifikasi Satu File,Tender,Harga Terendah Sistem Gugur,2020,2501215450.0,2501215450.0,Harga Satuan,Non Kecil,35
spse 4.3,APBD,,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Tender,Harga Terendah Sistem Gugur,2020,9063591400.0,7330223612.0,Gabungan Lumsum dan Harga Satuan,Non Kecil,89
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Tender,Harga Terendah Sistem Gugur,2020,9063591400.0,2131117743.0,Gabungan Lumsum dan Harga Satuan,Kecil,94
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pengadaan Barang,Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,2020,1052200000.0,1035900000.0,Harga Satuan,Kecil,25
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Tender,Harga Terendah Sistem Gugur,2020,1971436000.0,1971427613.0,Gabungan Lumsum dan Harga Satuan,Kecil,79
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Tender,Harga Terendah Sistem Gugur,2020,1096436000.0,1096435621.0,Gabungan Lumsum dan Harga Satuan,Kecil,58
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Tender,Harga Terendah Sistem Gugur,2020,1971436000.0,1971434574.0,Gabungan Lumsum dan Harga Satuan,Kecil,67
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Tender,Harga Terendah Sistem Gugur,2020,971786000.0,971781327.0,Gabungan Lumsum dan Harga Satuan,Kecil,73
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Tender,Harga Terendah Sistem Gugur,2020,1958436000.0,1958430488.0,Gabungan Lumsum dan Harga Satuan,Kecil,71
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Tender,Harga Terendah Sistem Gugur,2020,1965436000.0,1965435413.0,Gabungan Lumsum dan Harga Satuan,Kecil,52
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Tender,Harga Terendah Sistem Gugur,2020,1965434000.0,1965432786.0,Gabungan Lumsum dan Harga Satuan,Kecil,56
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pengadaan Barang,Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,2020,672000000.0,663980721.0,Lumsum,Kecil,26
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pengadaan Barang,Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,2020,351500000.0,351499995.0,Lumsum,Kecil,16
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Tender,Harga Terendah Sistem Gugur,2020,3044300000.0,3044299802.0,Gabungan Lumsum dan Harga Satuan,Non Kecil,67
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Tender,Harga Terendah Sistem Gugur,2020,4461444000.0,4461439598.0,Gabungan Lumsum dan Harga Satuan,Non Kecil,76
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Tender,Harga Terendah Sistem Gugur,2020,3717870000.0,3717869010.0,Gabungan Lumsum dan Harga Satuan,Non Kecil,69
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Jasa Konsultansi Badan Usaha,Prakualifikasi Dua File,Tender,Kualitas dan Biaya,2020,696200000.0,696199900.0,Lumsum,,34
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Tender,Harga Terendah Sistem Gugur,2020,500000000.0,499999901.0,Gabungan Lumsum dan Harga Satuan,Kecil,26
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Tender,Harga Terendah Sistem Gugur,2020,2900000000.0,2899991669.0,Gabungan Lumsum dan Harga Satuan,Non Kecil,26
spse 4.3,APBD,,Pengadaan Barang,Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,2020,2181740000.0,2181740000.0,Lumsum,Kecil,24
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pengadaan Barang,Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,2020,539400000.0,524799000.0,Harga Satuan,Kecil,23
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Tender,Harga Terendah Sistem Gugur,2020,1453000000.0,1453000000.0,Gabungan Lumsum dan Harga Satuan,Kecil,61
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Tender,Harga Terendah Sistem Gugur,2020,14264000000.0,14054167671.0,Gabungan Lumsum dan Harga Satuan,Non Kecil,109
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Jasa Konsultansi Badan Usaha,Prakualifikasi Dua File,Seleksi,Kualitas dan Biaya,2020,190000000.0,189805000.0,Lumsum,,18
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Tender,Harga Terendah Sistem Gugur,2020,18200000000.0,18190877621.0,Gabungan Lumsum dan Harga Satuan,Non Kecil,121
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pengadaan Barang,Pascakualifikasi Satu File,Tender,Harga Terendah Sistem Gugur,2020,1272000000.0,1258167000.0,Lumsum,Kecil,40
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Tender,Harga Terendah Sistem Gugur,2020,454000000.0,454000000.0,Gabungan Lumsum dan Harga Satuan,Kecil,48
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Jasa Lainnya,Pascakualifikasi Satu File,Tender,Harga Terendah Sistem Gugur,2020,716907875.0,716621933.0,Lumsum,Kecil,13
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Tender,Harga Terendah Sistem Gugur,2020,600000000.0,600000000.0,Gabungan Lumsum dan Harga Satuan,Kecil,51
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pengadaan Barang,Pascakualifikasi Satu File,Tender,Harga Terendah Sistem Gugur,2020,2750000000.0,2741900000.0,Gabungan Lumsum dan Harga Satuan,Non Kecil,53
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Tender,Harga Terendah Sistem Gugur,2020,715868400.0,715868400.0,Gabungan Lumsum dan Harga Satuan,Kecil,30
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Tender,Harga Terendah Sistem Gugur,2020,286400000.0,275050881.0,Gabungan Lumsum dan Harga Satuan,Kecil,35
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Tender,Harga Terendah Sistem Gugur,2020,286400000.0,275050881.0,Gabungan Lumsum dan Harga Satuan,Kecil,38
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Tender,Harga Terendah Sistem Gugur,2020,286400000.0,275050881.0,Gabungan Lumsum dan Harga Satuan,Kecil,36
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Tender,Harga Terendah Sistem Gugur,2020,600000000.0,599962715.0,Gabungan Lumsum dan Harga Satuan,Kecil,41
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Tender,Harga Terendah Sistem Gugur,2020,438600000.0,433646204.0,Gabungan Lumsum dan Harga Satuan,Kecil,28
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Tender,Harga Terendah Sistem Gugur,2020,367500000.0,367496498.0,Gabungan Lumsum dan Harga Satuan,Kecil,21
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Tender,Harga Terendah Sistem Gugur,2020,288000000.0,287998685.0,Gabungan Lumsum dan Harga Satuan,Kecil,25
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Tender,Harga Terendah Sistem Gugur,2020,300000000.0,299991421.0,Gabungan Lumsum dan Harga Satuan,Kecil,26
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Tender,Harga Terendah Sistem Gugur,2020,320000000.0,319998781.0,Gabungan Lumsum dan Harga Satuan,Kecil,23
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pengadaan Barang,Pascakualifikasi Satu File,Tender,Harga Terendah Sistem Gugur,2020,2181740000.0,2181740000.0,Lumsum,Kecil,46
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Jasa Konsultansi Badan Usaha,Prakualifikasi Dua File,Seleksi,Kualitas dan Biaya,2020,975000000.0,673117500.0,Lumsum,,36
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Jasa Konsultansi Badan Usaha,Prakualifikasi Dua File,Seleksi,Kualitas dan Biaya,2020,1120000000.0,999877340.0,Lumsum,,35
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Jasa Konsultansi Badan Usaha,Prakualifikasi Dua File,Seleksi,Kualitas dan Biaya,2020,975000000.0,673117500.0,Lumsum,,1
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Jasa Konsultansi Badan Usaha,Prakualifikasi Dua File,Seleksi,Kualitas dan Biaya,2020,1080000000.0,1030799000.0,Lumsum,,48
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pengadaan Barang,Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,2020,600000000.0,600000000.0,Lumsum,Non Kecil,15
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pengadaan Barang,Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,2020,1500000000.0,1500000000.0,Gabungan Lumsum dan Harga Satuan,Non Kecil,24
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Jasa Konsultansi Badan Usaha,Prakualifikasi Dua File,Tender,Kualitas dan Biaya,2020,497000000.0,439367500.0,Lumsum,,19
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pengadaan Barang,Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,2020,2171846000.0,1790568000.0,Lumsum,Non Kecil,4
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pengadaan Barang,Pascakualifikasi Satu File,Tender,Harga Terendah Sistem Gugur,2020,403560000.0,398090000.0,Gabungan Lumsum dan Harga Satuan,Kecil,13
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Jasa Konsultansi Badan Usaha,Prakualifikasi Dua File,Seleksi,Kualitas dan Biaya,2020,235000000.0,234685000.0,Lumsum,,41
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Jasa Konsultansi Badan Usaha,Prakualifikasi Dua File,Seleksi,Kualitas dan Biaya,2020,728118000.0,728101000.0,Lumsum,,40
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Jasa Konsultansi Badan Usaha,Prakualifikasi Dua File,Seleksi,Pagu Anggaran,2020,250000000.0,249975000.0,Lumsum,,20
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Jasa Konsultansi Badan Usaha,Prakualifikasi Dua File,Seleksi,Kualitas dan Biaya,2020,497691680.0,497557500.0,Lumsum,,39
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Jasa Konsultansi Badan Usaha,Prakualifikasi Dua File,Seleksi,Kualitas dan Biaya,2020,855426680.0,855415000.0,Lumsum,,40
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Jasa Konsultansi Badan Usaha,Prakualifikasi Dua File,Seleksi,Kualitas dan Biaya,2020,769758660.0,769725000.0,Lumsum,,38
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Jasa Konsultansi Badan Usaha,Prakualifikasi Dua File,Tender,Kualitas dan Biaya,2020,497000000.0,496732500.0,Lumsum,,19
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pengadaan Barang,Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,2020,1600000000.0,1600000000.0,Lumsum,Non Kecil,4
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Tender,Harga Terendah Sistem Gugur,2020,500000000.0,499780000.0,Gabungan Lumsum dan Harga Satuan,Kecil,30
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Tender,Harga Terendah Sistem Gugur,2020,500000000.0,499780000.0,Gabungan Lumsum dan Harga Satuan,Kecil,23
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Tender,Harga Terendah Sistem Gugur,2020,500000000.0,499780000.0,Gabungan Lumsum dan Harga Satuan,Kecil,23
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Tender,Harga Terendah Sistem Gugur,2020,500000000.0,499780000.0,Gabungan Lumsum dan Harga Satuan,Kecil,19
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Tender,Harga Terendah Sistem Gugur,2020,500000000.0,499420000.0,Gabungan Lumsum dan Harga Satuan,Kecil,22
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Tender,Harga Terendah Sistem Gugur,2020,500000000.0,499780000.0,Gabungan Lumsum dan Harga Satuan,Kecil,24
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Jasa Konsultansi Badan Usaha,Prakualifikasi Dua File,Seleksi,Kualitas dan Biaya,2020,120000000.0,119999660.0,Lumsum,,25
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pengadaan Barang,Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,2020,570700000.0,570700000.0,Lumsum,Non Kecil,18
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Tender,Harga Terendah Sistem Gugur,2020,1747764000.0,1717763000.0,Gabungan Lumsum dan Harga Satuan,Kecil,62
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Jasa Konsultansi Badan Usaha,Prakualifikasi Dua File,Seleksi,Kualitas dan Biaya,2020,200000000.0,200000000.0,Lumsum,,12
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Jasa Konsultansi Badan Usaha,Prakualifikasi Dua File,Seleksi,Kualitas dan Biaya,2020,200000000.0,200000000.0,Lumsum,,28
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Jasa Konsultansi Badan Usaha,Prakualifikasi Dua File,Tender,Kualitas dan Biaya,2020,568500000.0,568500000.0,Lumsum,,20
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Jasa Konsultansi Badan Usaha,Prakualifikasi Dua File,Seleksi,Kualitas dan Biaya,2020,200000000.0,200000000.0,Lumsum,,20
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Jasa Konsultansi Badan Usaha,Prakualifikasi Dua File,Seleksi,Kualitas dan Biaya,2020,200000000.0,200000000.0,Lumsum,,25
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pengadaan Barang,Pascakualifikasi Satu File,Tender,Harga Terendah Sistem Gugur,2020,1092000000.0,1092000000.0,Lumsum,Kecil,14
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Jasa Lainnya,Pascakualifikasi Satu File,Tender,Harga Terendah Sistem Gugur,2020,1740959000.0,1582690000.0,Lumsum,Kecil,17
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Jasa Lainnya,Pascakualifikasi Satu File,Tender,Harga Terendah Sistem Gugur,2020,830617700.0,755106000.0,Lumsum,Kecil,9
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Tender,Harga Terendah Sistem Gugur,2020,1747764000.0,1717763000.0,Gabungan Lumsum dan Harga Satuan,Kecil,52
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pengadaan Barang,Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,2019,839710000.0,817594800.0,Lumsum,Non Kecil,8
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pengadaan Barang,Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,2019,800000000.0,799822100.0,Lumsum,Non Kecil,9
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pengadaan Barang,Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,2019,4840000000.0,4840000000.0,Gabungan Lumsum dan Harga Satuan,Non Kecil,5
spse 4.3,APBDP,Pemerintah Daerah Kabupaten Cirebon,Pengadaan Barang,Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,2019,564000000.0,564000000.0,Gabungan Lumsum dan Harga Satuan,Non Kecil,3
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pengadaan Barang,Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,2019,2175700000.0,1885000000.0,Gabungan Lumsum dan Harga Satuan,Kecil,40
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pengadaan Barang,Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,2019,4840000000.0,4840000000.0,Gabungan Lumsum dan Harga Satuan,Non Kecil,0
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Tender,Harga Terendah Sistem Gugur,2019,300000000.0,299987995.0,Gabungan Lumsum dan Harga Satuan,Kecil,26
spse 4.3,APBDP,Pemerintah Daerah Kabupaten Cirebon,Pengadaan Barang,Pascakualifikasi Satu File,Tender,Harga Terendah Sistem Gugur,2019,885517500.0,885517500.0,Lumsum,Kecil,31
spse 4.3,APBDP,Pemerintah Daerah Kabupaten Cirebon,Pengadaan Barang,Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,2019,564000000.0,564000000.0,Gabungan Lumsum dan Harga Satuan,Non Kecil,2
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Jasa Lainnya,Pascakualifikasi Satu File,Tender,Harga Terendah Sistem Gugur,2019,382500000.0,382500000.0,Harga Satuan,Kecil,15
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pengadaan Barang,Pascakualifikasi Satu File,Tender,Harga Terendah Sistem Gugur,2019,3804923610.0,3656364600.0,Lumsum,Kecil atau Non Kecil,15
spse 4.3,APBDP,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Tender,Harga Terendah Sistem Gugur,2019,784000000.0,784000000.0,Gabungan Lumsum dan Harga Satuan,Kecil,18
spse 4.3,APBDP,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Tender,Harga Terendah Sistem Gugur,2019,976000000.0,976000000.0,Gabungan Lumsum dan Harga Satuan,Kecil,8
spse 4.3,APBDP,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Tender,Harga Terendah Sistem Gugur,2019,2162350000.0,2162350000.0,Gabungan Lumsum dan Harga Satuan,Kecil,11
spse 4.3,APBDP,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Tender,Harga Terendah Sistem Gugur,2019,976000000.0,976000000.0,Gabungan Lumsum dan Harga Satuan,Kecil,8
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Tender,Harga Terendah Sistem Gugur,2019,600000000.0,600000000.0,Gabungan Lumsum dan Harga Satuan,Kecil,8
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Tender,Harga Terendah Sistem Gugur,2019,700000000.0,700000000.0,Gabungan Lumsum dan Harga Satuan,Kecil,10
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Tender,Harga Terendah Sistem Gugur,2019,750000000.0,547129660.0,Gabungan Lumsum dan Harga Satuan,Kecil,19
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Tender,Harga Terendah Sistem Gugur,2019,750000000.0,617963500.0,Gabungan Lumsum dan Harga Satuan,Kecil,16
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Tender,Harga Terendah Sistem Gugur,2019,870000000.0,652531330.0,Gabungan Lumsum dan Harga Satuan,Kecil,21
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Tender,Harga Terendah Sistem Gugur,2019,465000000.0,404798680.0,Gabungan Lumsum dan Harga Satuan,Kecil,20
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Tender,Harga Terendah Sistem Gugur,2019,870000000.0,704086680.0,Gabungan Lumsum dan Harga Satuan,Kecil,18
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Tender,Harga Terendah Sistem Gugur,2019,750000000.0,527653610.0,Gabungan Lumsum dan Harga Satuan,Kecil,17
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Tender,Harga Terendah Sistem Gugur,2019,750000000.0,547538420.0,Gabungan Lumsum dan Harga Satuan,Kecil,19
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Tender,Harga Terendah Sistem Gugur,2019,377690000.0,377690000.0,Gabungan Lumsum dan Harga Satuan,Kecil,15
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Jasa Konsultansi Badan Usaha,Prakualifikasi Dua File,Seleksi,Kualitas dan Biaya,2019,240072000.0,169262638.0,Lumsum,,20
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pengadaan Barang,Pascakualifikasi Satu File,Tender,Harga Terendah Sistem Gugur,2019,3403750000.0,3371271750.0,Lumsum,Kecil atau Non Kecil,47
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Tender,Harga Terendah Sistem Gugur,2019,352000000.0,351999450.0,Gabungan Lumsum dan Harga Satuan,Kecil,14
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Tender,Harga Terendah Sistem Gugur,2019,310500000.0,310499200.0,Gabungan Lumsum dan Harga Satuan,Kecil,18
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pengadaan Barang,Pascakualifikasi Satu File,Tender,Harga Terendah Sistem Gugur,2019,352504120.0,352495000.0,Harga Satuan,Kecil,21
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Tender,Harga Terendah Sistem Gugur,2019,350000000.0,350000000.0,Gabungan Lumsum dan Harga Satuan,Kecil,16
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pengadaan Barang,Pascakualifikasi Satu File,Tender,Harga Terendah Sistem Gugur,2019,3804923610.0,3656364600.0,Lumsum,Kecil atau Non Kecil,14
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Jasa Konsultansi Badan Usaha,Prakualifikasi Dua File,Seleksi,Kualitas dan Biaya,2019,186000000.0,183370000.0,Lumsum,,20
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Tender,Harga Terendah Sistem Gugur,2019,300000000.0,300000000.0,Gabungan Lumsum dan Harga Satuan,Kecil,12
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Tender,Harga Terendah Sistem Gugur,2019,463000000.0,462999605.0,Gabungan Lumsum dan Harga Satuan,Kecil,11
spse 4.3,APBDP,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Tender,Harga Terendah Sistem Gugur,2019,500000000.0,500000000.0,Gabungan Lumsum dan Harga Satuan,Kecil,11
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Tender,Harga Terendah Sistem Gugur,2019,295000000.0,294999485.0,Gabungan Lumsum dan Harga Satuan,Kecil,9
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Tender,Harga Terendah Sistem Gugur,2019,320000000.0,319999902.0,Gabungan Lumsum dan Harga Satuan,Kecil,6
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Tender,Harga Terendah Sistem Gugur,2019,300000000.0,300000000.0,Gabungan Lumsum dan Harga Satuan,Kecil,4
spse 4.3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Tender,Harga Terendah Sistem Gugur,2019,250000000.0,250000000.0,Gabungan Lumsum dan Harga Satuan,Kecil,3
